site_id,utc_time,epoch_time,lat,lon,sitetype,pm25,pm10,no2,co,o3,so2,weather,temperature,pressure,humidity,wind_direction,wind_speed_kmph
huairou_aq,2018-04-29 05:00:00,1524978000,40.33,116.63,Suburban Stations,103,121,21,0.8,163,12,PARTLY_CLOUDY_DAY,26,978.89,41.15,159.79,8.1
miyun_aq,2018-04-29 05:00:00,1524978000,40.37,116.83,Suburban Stations,81,111,25,0.8,158,11,PARTLY_CLOUDY_DAY,25.15,978.93,40.15,177.36,8.57
yanqin_aq,2018-04-29 05:00:00,1524978000,40.45,115.97,Suburban Stations,111,424,29,0.7,147,13,HAZE,30,927.22,20.06,222.17,7.99
dingling_aq,2018-04-29 05:00:00,1524978000,40.29,116.22,Other Stations,169,182,52,1,176,8,HAZE,26.21,968.34,31.54,148.17,8.59
badaling_aq,2018-04-29 05:00:00,1524978000,40.37,115.99,Other Stations,,,26,0.4,109,4,HAZE,29.44,933.78,21.6,206.95,6.81
miyunshuiku_aq,2018-04-29 05:00:00,1524978000,40.5,116.91,Other Stations,93,114,22,0.7,164,8,PARTLY_CLOUDY_DAY,25,969.18,41.38,183.71,9.39
donggaocun_aq,2018-04-29 05:00:00,1524978000,40.1,117.12,Other Stations,94,113,24,0.8,168,25,PARTLY_CLOUDY_DAY,26.6,987.01,31.67,201.93,9.49
yongledian_aq,2018-04-29 05:00:00,1524978000,39.71,116.78,Other Stations,92,139,30,1.1,192,19,PARTLY_CLOUDY_DAY,26.93,1000.7,26.22,205.29,10.81
yufa_aq,2018-04-29 05:00:00,1524978000,39.52,116.3,Other Stations,111,149,25,0.8,151,22,PARTLY_CLOUDY_DAY,25.59,999.25,27.14,175.9,9.1
liulihe_aq,2018-04-29 05:00:00,1524978000,39.58,116,Other Stations,180,266,27,1,185,12,CLEAR_DAY,25,991.12,28.86,137.64,10.36
qianmen_aq,2018-04-29 05:00:00,1524978000,39.9,116.39,Stations Near Traffic,117,156,66,0.9,122,20,PARTLY_CLOUDY_DAY,25.22,997.24,29,138.81,6.15
yongdingmennei_aq,2018-04-29 05:00:00,1524978000,39.88,116.39,Stations Near Traffic,110,172,97,1,130,30,PARTLY_CLOUDY_DAY,25.47,997.2,28.93,141.95,6.39
xizhimenbei_aq,2018-04-29 05:00:00,1524978000,39.95,116.35,Stations Near Traffic,166,,95,1.1,88,18,HAZE,26.69,994.51,30.16,130.63,7
nansanhuan_aq,2018-04-29 05:00:00,1524978000,39.86,116.37,Stations Near Traffic,116,184,109,1,65,15,PARTLY_CLOUDY_DAY,25.41,997.04,28.7,145.42,6.75
dongsihuan_aq,2018-04-29 05:00:00,1524978000,39.94,116.48,Stations Near Traffic,85,182,95,1,77,16,PARTLY_CLOUDY_DAY,25.48,998.5,29.27,148.44,5.76
dongsi_aq,2018-04-29 06:00:00,1524981600,39.93,116.42,Urban Stations,101,109,46,0.9,147,17,PARTLY_CLOUDY_DAY,26.72,996.53,26.86,154.65,6.83
tiantan_aq,2018-04-29 06:00:00,1524981600,39.89,116.41,Urban Stations,,295,46,0.8,117,15,PARTLY_CLOUDY_DAY,26.5,996.8,26.23,158.03,6.98
guanyuan_aq,2018-04-29 06:00:00,1524981600,39.93,116.34,Urban Stations,,138,59,0.9,161,16,PARTLY_CLOUDY_DAY,27.51,994.86,26.85,148.21,7.45
wanshouxigong_aq,2018-04-29 06:00:00,1524981600,39.88,116.35,Urban Stations,100,156,49,1,112,14,PARTLY_CLOUDY_DAY,27.12,995.88,26.36,154.54,7.46
aotizhongxin_aq,2018-04-29 06:00:00,1524981600,39.98,116.4,Urban Stations,114,,55,0.8,146,12,PARTLY_CLOUDY_DAY,26.85,995.56,28.17,143.92,6.59
nongzhanguan_aq,2018-04-29 06:00:00,1524981600,39.94,116.46,Urban Stations,84,122,48,0.8,129,15,PARTLY_CLOUDY_DAY,26.35,997.61,26.67,160.9,6.42
wanliu_aq,2018-04-29 06:00:00,1524981600,39.99,116.29,Urban Stations,138,,60,0.9,173,2,HAZE,28.37,992.16,28.02,137.57,7.78
beibuxinqu_aq,2018-04-29 06:00:00,1524981600,40.09,116.17,Urban Stations,239,277,87,1.6,185,7,HAZE,27.39,978.3,28,136.47,8.76
zhiwuyuan_aq,2018-04-29 06:00:00,1524981600,40,116.21,Urban Stations,,,,,,,HAZE,28.5,986.43,27.81,133.22,8.54
fengtaihuayuan_aq,2018-04-29 06:00:00,1524981600,39.86,116.28,Urban Stations,133,150,55,1,122,15,PARTLY_CLOUDY_DAY,27.59,994.31,26.25,149.43,8.04
yungang_aq,2018-04-29 06:00:00,1524981600,39.82,116.15,Urban Stations,120,142,39,0.9,162,15,HAZE,26.19,985.11,25.78,142.57,8.94
gucheng_aq,2018-04-29 06:00:00,1524981600,39.91,116.18,Urban Stations,162,,76,0.9,126,9,HAZE,27.16,987.81,26.74,138.59,8.33
fangshan_aq,2018-04-29 06:00:00,1524981600,39.74,116.14,Suburban Stations,124,179,36,0.9,192,17,CLEAR_DAY,26,988.03,25.73,146.28,9.47
daxing_aq,2018-04-29 06:00:00,1524981600,39.72,116.4,Suburban Stations,102,176,39,0.5,125,25,PARTLY_CLOUDY_DAY,26.94,997.68,25,175.66,9.03
yizhuang_aq,2018-04-29 06:00:00,1524981600,39.8,116.51,Suburban Stations,85,137,40,0.9,137,19,PARTLY_CLOUDY_DAY,26.14,998.11,25.13,180.72,8.45
tongzhou_aq,2018-04-29 06:00:00,1524981600,39.89,116.66,Suburban Stations,89,143,28,0.8,151,23,PARTLY_CLOUDY_DAY,26.08,999.09,26.04,188.36,7.36
shunyi_aq,2018-04-29 06:00:00,1524981600,40.13,116.66,Suburban Stations,96,133,26,1.1,181,18,PARTLY_CLOUDY_DAY,26.92,997.32,32.04,165.89,5.83
pingchang_aq,2018-04-29 06:00:00,1524981600,40.22,116.23,Suburban Stations,192,229,65,1,158,9,HAZE,27.15,975.2,29.32,142.74,9.31
mentougou_aq,2018-04-29 06:00:00,1524981600,39.94,116.11,Suburban Stations,182,204,63,1.1,190,7,HAZE,26.44,974.18,26.38,133.16,8.4
pinggu_aq,2018-04-29 06:00:00,1524981600,40.14,117.1,Suburban Stations,90,113,21,0.9,212,20,CLEAR_DAY,26.87,984.24,30.75,205.47,8.73
huairou_aq,2018-04-29 06:00:00,1524981600,40.33,116.63,Suburban Stations,93,147,20,0.8,184,11,PARTLY_CLOUDY_DAY,27,978.37,38.86,155.44,7.48
miyun_aq,2018-04-29 06:00:00,1524981600,40.37,116.83,Suburban Stations,80,102,22,0.8,191,13,PARTLY_CLOUDY_DAY,27,978.63,38.6,174.72,7.23
yanqin_aq,2018-04-29 06:00:00,1524981600,40.45,115.97,Suburban Stations,,,22,0.4,95,3,PARTLY_CLOUDY_DAY,30,925.83,18.81,213.46,6.97
dingling_aq,2018-04-29 06:00:00,1524981600,40.29,116.22,Other Stations,187,208,65,1.1,178,8,HAZE,27.16,962.5,28.51,149.08,9.38
badaling_aq,2018-04-29 06:00:00,1524981600,40.37,115.99,Other Stations,250,2030,22,0.3,95,2,HAZE,29.58,932.96,20.09,197.24,6.79
miyunshuiku_aq,2018-04-29 06:00:00,1524981600,40.5,116.91,Other Stations,88,107,18,0.7,186,9,PARTLY_CLOUDY_DAY,27,968.85,39.8,180.06,8.1
donggaocun_aq,2018-04-29 06:00:00,1524981600,40.1,117.12,Other Stations,86,109,22,0.7,181,22,CLEAR_DAY,26.8,986.12,30.36,206.83,9.1
yongledian_aq,2018-04-29 06:00:00,1524981600,39.71,116.78,Other Stations,90,163,25,1.2,234,18,PARTLY_CLOUDY_DAY,28.5,1000.03,24.22,203.22,11.71
yufa_aq,2018-04-29 06:00:00,1524981600,39.52,116.3,Other Stations,,172,,0.9,185,19,PARTLY_CLOUDY_DAY,27.7,998.56,25.2,177.26,10.07
liulihe_aq,2018-04-29 06:00:00,1524981600,39.58,116,Other Stations,148,184,25,0.9,184,16,CLEAR_DAY,26,990.56,26.81,145.28,10.7
qianmen_aq,2018-04-29 06:00:00,1524981600,39.9,116.39,Stations Near Traffic,100,163,78,0.9,103,21,PARTLY_CLOUDY_DAY,26.27,996.85,26.14,158.25,6.86
yongdingmennei_aq,2018-04-29 06:00:00,1524981600,39.88,116.39,Stations Near Traffic,90,131,98,1,122,29,PARTLY_CLOUDY_DAY,26.65,996.71,26.23,157.78,7.09
xizhimenbei_aq,2018-04-29 06:00:00,1524981600,39.95,116.35,Stations Near Traffic,151,,74,1,126,18,HAZE,27.69,994.15,27.76,142.41,7.26
nansanhuan_aq,2018-04-29 06:00:00,1524981600,39.86,116.37,Stations Near Traffic,79,165,100,0.9,74,19,PARTLY_CLOUDY_DAY,26.98,996.49,26.06,159.17,7.55
dongsihuan_aq,2018-04-29 06:00:00,1524981600,39.94,116.48,Stations Near Traffic,73,150,80,0.9,107,18,PARTLY_CLOUDY_DAY,26.21,997.83,27.09,161.6,6.27
dongsi_aq,2018-04-29 07:00:00,1524985200,39.93,116.42,Urban Stations,94,137,38,0.9,166,19,PARTLY_CLOUDY_DAY,27.7,995.84,24.56,173.11,7.56
tiantan_aq,2018-04-29 07:00:00,1524985200,39.89,116.41,Urban Stations,,145,35,0.9,144,18,PARTLY_CLOUDY_DAY,27.43,996.16,24.06,176.86,7.82
guanyuan_aq,2018-04-29 07:00:00,1524985200,39.93,116.34,Urban Stations,,101,43,0.8,169,20,PARTLY_CLOUDY_DAY,27.92,994.26,24.44,167.25,8
wanshouxigong_aq,2018-04-29 07:00:00,1524985200,39.88,116.35,Urban Stations,95,168,38,1.1,141,18,PARTLY_CLOUDY_DAY,27.68,995.29,24.02,173.25,8.21
aotizhongxin_aq,2018-04-29 07:00:00,1524985200,39.98,116.4,Urban Stations,95,,48,0.7,158,15,PARTLY_CLOUDY_DAY,27.62,994.82,25.4,162.5,6.93
nongzhanguan_aq,2018-04-29 07:00:00,1524985200,39.94,116.46,Urban Stations,87,157,45,0.8,145,15,PARTLY_CLOUDY_DAY,27.71,996.89,24.34,179.22,7.27
wanliu_aq,2018-04-29 07:00:00,1524985200,39.99,116.29,Urban Stations,127,149,56,0.8,168,2,PARTLY_CLOUDY_DAY,28.48,991.46,25.74,154.88,8.06
beibuxinqu_aq,2018-04-29 07:00:00,1524985200,40.09,116.17,Urban Stations,174,228,85,1.4,161,7,HAZE,28.08,977.99,25.72,148.02,9.44
zhiwuyuan_aq,2018-04-29 07:00:00,1524985200,40,116.21,Urban Stations,,,,,,,PARTLY_CLOUDY_DAY,28.63,985.96,25.77,149.43,8.87
fengtaihuayuan_aq,2018-04-29 07:00:00,1524985200,39.86,116.28,Urban Stations,147,,37,1,166,21,PARTLY_CLOUDY_DAY,27.89,994.09,24,168.58,8.59
yungang_aq,2018-04-29 07:00:00,1524985200,39.82,116.15,Urban Stations,117,150,26,1,228,17,HAZE,27.63,985.71,24.04,161.11,9.19
gucheng_aq,2018-04-29 07:00:00,1524985200,39.91,116.18,Urban Stations,145,,54,0.9,174,11,HAZE,27.6,987.9,24.77,157.78,8.65
fangshan_aq,2018-04-29 07:00:00,1524985200,39.74,116.14,Suburban Stations,106,186,30,0.9,220,18,CLEAR_DAY,27.93,988.44,23.95,162.94,9.43
daxing_aq,2018-04-29 07:00:00,1524985200,39.72,116.4,Suburban Stations,114,209,39,0.6,156,24,CLEAR_DAY,27.06,997.24,23,189.35,10.31
yizhuang_aq,2018-04-29 07:00:00,1524985200,39.8,116.51,Suburban Stations,92,152,31,1,181,20,PARTLY_CLOUDY_DAY,27.83,997.51,23.12,194.15,10.08
tongzhou_aq,2018-04-29 07:00:00,1524985200,39.89,116.66,Suburban Stations,102,177,28,0.8,180,24,PARTLY_CLOUDY_DAY,27.92,998.51,24.06,198.02,8.39
shunyi_aq,2018-04-29 07:00:00,1524985200,40.13,116.66,Suburban Stations,100,122,24,1.1,198,19,PARTLY_CLOUDY_DAY,27.16,996.97,29.04,174.91,4.88
pingchang_aq,2018-04-29 07:00:00,1524985200,40.22,116.23,Suburban Stations,147,176,48,0.8,171,9,HAZE,28,978.34,26.92,146.36,10.51
mentougou_aq,2018-04-29 07:00:00,1524985200,39.94,116.11,Suburban Stations,139,171,58,1,173,10,HAZE,27.38,974.94,24.83,151.7,8.84
pinggu_aq,2018-04-29 07:00:00,1524985200,40.14,117.1,Suburban Stations,81,100,20,0.8,221,18,PARTLY_CLOUDY_DAY,27.87,982.79,30.91,210.71,7.57
huairou_aq,2018-04-29 07:00:00,1524985200,40.33,116.63,Suburban Stations,98,158,21,0.8,197,12,PARTLY_CLOUDY_DAY,27,976.48,36.19,148.3,6.26
miyun_aq,2018-04-29 07:00:00,1524985200,40.37,116.83,Suburban Stations,87,117,27,0.9,206,12,PARTLY_CLOUDY_DAY,27.85,977.95,36.14,176.7,4.69
yanqin_aq,2018-04-29 07:00:00,1524985200,40.45,115.97,Suburban Stations,321,1826,24,0.3,101,2,RAIN,31,926.34,17.39,205.82,6.54
dingling_aq,2018-04-29 07:00:00,1524985200,40.29,116.22,Other Stations,174,,80,1.1,166,10,PARTLY_CLOUDY_DAY,28.16,966.83,26.69,147.56,10.76
badaling_aq,2018-04-29 07:00:00,1524985200,40.37,115.99,Other Stations,226,1541,20,0.3,97,2,HAZE,30.58,934.01,18.51,190.93,7.32
miyunshuiku_aq,2018-04-29 07:00:00,1524985200,40.5,116.91,Other Stations,87,113,16,0.7,211,10,PARTLY_CLOUDY_DAY,28,968.4,38.07,187.49,5.22
donggaocun_aq,2018-04-29 07:00:00,1524985200,40.1,117.12,Other Stations,91,110,22,0.7,198,20,PARTLY_CLOUDY_DAY,27.8,984.68,30.6,210.1,8.11
yongledian_aq,2018-04-29 07:00:00,1524985200,39.71,116.78,Other Stations,3,147,22,1.2,250,16,PARTLY_CLOUDY_DAY,29.46,999.39,23.06,202.05,12.58
yufa_aq,2018-04-29 07:00:00,1524985200,39.52,116.3,Other Stations,,182,,0.9,198,17,CLEAR_DAY,27.83,998.07,23.62,184.51,10.01
liulihe_aq,2018-04-29 07:00:00,1524985200,39.58,116,Other Stations,136,197,22,0.9,218,16,CLEAR_DAY,27.26,990.25,25.07,155.71,9.68
qianmen_aq,2018-04-29 07:00:00,1524985200,39.9,116.39,Stations Near Traffic,92,171,62,0.9,135,24,PARTLY_CLOUDY_DAY,27.22,996.25,24.05,177.37,7.68
yongdingmennei_aq,2018-04-29 07:00:00,1524985200,39.88,116.39,Stations Near Traffic,92,176,75,1,164,34,PARTLY_CLOUDY_DAY,27.52,996.07,24.04,176.48,7.93
xizhimenbei_aq,2018-04-29 07:00:00,1524985200,39.95,116.35,Stations Near Traffic,126,,72,0.9,120,18,PARTLY_CLOUDY_DAY,28.08,993.39,25.37,160.46,7.63
nansanhuan_aq,2018-04-29 07:00:00,1524985200,39.86,116.37,Stations Near Traffic,83,147,91,1,100,22,PARTLY_CLOUDY_DAY,27.56,995.92,23.77,177.31,8.45
dongsihuan_aq,2018-04-29 07:00:00,1524985200,39.94,116.48,Stations Near Traffic,74,142,77,1,134,18,PARTLY_CLOUDY_DAY,27.65,997.13,24.63,179.27,7.08
dongsi_aq,2018-04-29 08:00:00,1524988800,39.93,116.42,Urban Stations,110,161,40,0.9,174,21,PARTLY_CLOUDY_DAY,28.14,995.32,22.97,187.97,7.96
tiantan_aq,2018-04-29 08:00:00,1524988800,39.89,116.41,Urban Stations,,6,39,0.9,154,17,PARTLY_CLOUDY_DAY,27.98,995.55,22.8,191.9,8.47
guanyuan_aq,2018-04-29 08:00:00,1524988800,39.93,116.34,Urban Stations,93,148,40,0.9,194,25,HAZE,28.27,993.58,22.84,183.08,8.46
wanshouxigong_aq,2018-04-29 08:00:00,1524988800,39.88,116.35,Urban Stations,120,203,44,1.6,143,17,PARTLY_CLOUDY_DAY,28.04,994.63,22.7,188.94,8.82
aotizhongxin_aq,2018-04-29 08:00:00,1524988800,39.98,116.4,Urban Stations,100,113,39,0.7,181,20,PARTLY_CLOUDY_DAY,28.21,994.53,23.45,177.34,6.9
nongzhanguan_aq,2018-04-29 08:00:00,1524988800,39.94,116.46,Urban Stations,106,165,42,0.9,165,17,PARTLY_CLOUDY_DAY,27.99,996.49,22.92,194.6,7.56
wanliu_aq,2018-04-29 08:00:00,1524988800,39.99,116.29,Urban Stations,114,150,49,0.8,189,2,HAZE,28.68,990.92,23.24,169.35,8.16
beibuxinqu_aq,2018-04-29 08:00:00,1524988800,40.09,116.17,Urban Stations,139,211,66,1.2,164,9,PARTLY_CLOUDY_DAY,27.95,978.15,23.36,158.8,9.59
zhiwuyuan_aq,2018-04-29 08:00:00,1524988800,40,116.21,Urban Stations,,,,,,,PARTLY_CLOUDY_DAY,28.64,985.63,23.15,164.43,9.05
fengtaihuayuan_aq,2018-04-29 08:00:00,1524988800,39.86,116.28,Urban Stations,114,176,31,1,196,20,HAZE,27.99,993.37,22.6,185.76,9.29
yungang_aq,2018-04-29 08:00:00,1524988800,39.82,116.15,Urban Stations,126,157,25,0.9,218,14,PARTLY_CLOUDY_DAY,27.12,985.15,23.44,180.17,9.54
gucheng_aq,2018-04-29 08:00:00,1524988800,39.91,116.18,Urban Stations,139,155,37,0.9,225,12,PARTLY_CLOUDY_DAY,27.87,986.74,23.11,175.59,9.08
fangshan_aq,2018-04-29 08:00:00,1524988800,39.74,116.14,Suburban Stations,105,185,37,1,202,14,HAZE,27,988.15,23.53,182.13,9.45
daxing_aq,2018-04-29 08:00:00,1524988800,39.72,116.4,Suburban Stations,116,208,31,0.7,179,18,CLEAR_DAY,27.06,996.89,22.12,203.84,11.38
yizhuang_aq,2018-04-29 08:00:00,1524988800,39.8,116.51,Suburban Stations,90,156,31,1,196,18,PARTLY_CLOUDY_DAY,27.86,997.07,22.12,205.77,10.84
tongzhou_aq,2018-04-29 08:00:00,1524988800,39.89,116.66,Suburban Stations,100,168,21,0.8,209,19,PARTLY_CLOUDY_DAY,28.13,998.04,23.14,207.2,8.22
shunyi_aq,2018-04-29 08:00:00,1524988800,40.13,116.66,Suburban Stations,106,139,26,1.2,211,23,PARTLY_CLOUDY_DAY,28,996.54,27.29,177.97,3.15
pingchang_aq,2018-04-29 08:00:00,1524988800,40.22,116.23,Suburban Stations,116,138,43,0.8,175,10,PARTLY_CLOUDY_DAY,28,975.41,24.24,151.95,10.22
mentougou_aq,2018-04-29 08:00:00,1524988800,39.94,116.11,Suburban Stations,144,184,45,1,230,9,PARTLY_CLOUDY_DAY,27.28,973.95,23.88,168.22,9.15
pinggu_aq,2018-04-29 08:00:00,1524988800,40.14,117.1,Suburban Stations,84,135,20,0.9,243,16,PARTLY_CLOUDY_DAY,27.87,983.36,32.08,220.09,5.02
huairou_aq,2018-04-29 08:00:00,1524988800,40.33,116.63,Suburban Stations,108,165,27,0.8,206,12,PARTLY_CLOUDY_DAY,27.15,978.31,33.71,124.29,4.18
miyun_aq,2018-04-29 08:00:00,1524988800,40.37,116.83,Suburban Stations,95,128,25,1,222,14,PARTLY_CLOUDY_DAY,27.85,977.51,35.31,179.87,1.41
yanqin_aq,2018-04-29 08:00:00,1524988800,40.45,115.97,Suburban Stations,229,942,36,0.8,204,5,PARTLY_CLOUDY_DAY,27,926.32,17.06,191.92,5.85
dingling_aq,2018-04-29 08:00:00,1524988800,40.29,116.22,Other Stations,126,131,68,0.9,170,11,HAZE,27.95,961.44,24.38,149.99,10.23
badaling_aq,2018-04-29 08:00:00,1524988800,40.37,115.99,Other Stations,162,1093,33,0.6,172,4,HAZE,27.14,932.79,17.69,190.58,6.93
miyunshuiku_aq,2018-04-29 08:00:00,1524988800,40.5,116.91,Other Stations,90,143,18,0.8,221,10,PARTLY_CLOUDY_DAY,28,968.23,38.19,232.28,2.08
donggaocun_aq,2018-04-29 08:00:00,1524988800,40.1,117.12,Other Stations,87,109,22,0.8,227,19,PARTLY_CLOUDY_DAY,27.86,985.31,31.8,215.45,5.46
yongledian_aq,2018-04-29 08:00:00,1524988800,39.71,116.78,Other Stations,80,88,23,1.2,263,17,PARTLY_CLOUDY_DAY,29.65,998.87,22.28,202.69,12.59
yufa_aq,2018-04-29 08:00:00,1524988800,39.52,116.3,Other Stations,93,153,18,0.9,209,18,CLEAR_DAY,28.53,997.73,22.93,198.39,9.79
liulihe_aq,2018-04-29 08:00:00,1524988800,39.58,116,Other Stations,131,202,22,0.9,222,16,CLEAR_DAY,27.79,988.96,24.39,174.44,8.3
qianmen_aq,2018-04-29 08:00:00,1524988800,39.9,116.39,Stations Near Traffic,109,194,66,0.9,142,24,PARTLY_CLOUDY_DAY,28,995.46,22.91,191.79,8.41
yongdingmennei_aq,2018-04-29 08:00:00,1524988800,39.88,116.39,Stations Near Traffic,115,178,91,1.1,163,32,PARTLY_CLOUDY_DAY,27.96,995.52,22.73,191.83,8.57
xizhimenbei_aq,2018-04-29 08:00:00,1524988800,39.95,116.35,Stations Near Traffic,130,153,62,1,150,21,HAZE,28.47,992.86,23.29,175.53,7.78
nansanhuan_aq,2018-04-29 08:00:00,1524988800,39.86,116.37,Stations Near Traffic,93,187,109,1,94,20,PARTLY_CLOUDY_DAY,27.84,995.43,22.56,192.8,9.18
dongsihuan_aq,2018-04-29 08:00:00,1524988800,39.94,116.48,Stations Near Traffic,94,150,49,0.9,167,20,PARTLY_CLOUDY_DAY,27.94,996.79,23.2,193.99,7.22
dongsi_aq,2018-04-29 09:00:00,1524992400,39.93,116.42,Urban Stations,115,171,45,1,185,20,PARTLY_CLOUDY_DAY,28.08,995.07,23.15,195.29,6.87
tiantan_aq,2018-04-29 09:00:00,1524992400,39.89,116.41,Urban Stations,,115,39,1,171,19,PARTLY_CLOUDY_DAY,27.98,995.31,22.97,201.89,7.68
guanyuan_aq,2018-04-29 09:00:00,1524992400,39.93,116.34,Urban Stations,144,192,49,1,192,23,PARTLY_CLOUDY_DAY,28.2,993.62,22.93,193.38,7.62
wanshouxigong_aq,2018-04-29 09:00:00,1524992400,39.88,116.35,Urban Stations,118,240,41,1.9,158,15,PARTLY_CLOUDY_DAY,28.04,994.65,22.93,199.91,8.19
aotizhongxin_aq,2018-04-29 09:00:00,1524992400,39.98,116.4,Urban Stations,119,142,46,0.7,181,18,PARTLY_CLOUDY_DAY,28.15,994.38,23.43,180.82,5.28
nongzhanguan_aq,2018-04-29 09:00:00,1524992400,39.94,116.46,Urban Stations,109,212,44,0.9,170,15,PARTLY_CLOUDY_DAY,27.99,996.21,23.02,204.24,6.37
wanliu_aq,2018-04-29 09:00:00,1524992400,39.99,116.29,Urban Stations,117,175,42,0.8,212,2,PARTLY_CLOUDY_DAY,28.53,990.93,23.22,175.6,6.88
beibuxinqu_aq,2018-04-29 09:00:00,1524992400,40.09,116.17,Urban Stations,122,198,46,1.2,200,11,PARTLY_CLOUDY_DAY,27.85,977.81,23.56,165.68,8.06
zhiwuyuan_aq,2018-04-29 09:00:00,1524992400,40,116.21,Urban Stations,,,,,,,PARTLY_CLOUDY_DAY,27.98,985.39,23.23,173.95,7.99
fengtaihuayuan_aq,2018-04-29 09:00:00,1524992400,39.86,116.28,Urban Stations,149,187,28,1.1,201,18,PARTLY_CLOUDY_DAY,27.81,993.22,23,197.85,8.82
yungang_aq,2018-04-29 09:00:00,1524992400,39.82,116.15,Urban Stations,118,161,25,1,203,17,HAZE,26.49,985,23.95,197.06,9.44
gucheng_aq,2018-04-29 09:00:00,1524992400,39.91,116.18,Urban Stations,152,157,35,0.9,225,13,PARTLY_CLOUDY_DAY,27.64,987.12,23.41,189.45,8.59
fangshan_aq,2018-04-29 09:00:00,1524992400,39.74,116.14,Suburban Stations,111,201,33,1,202,16,CLEAR_DAY,26.07,987.55,24.18,201.09,9.56
daxing_aq,2018-04-29 09:00:00,1524992400,39.72,116.4,Suburban Stations,121,204,31,0.8,180,16,CLEAR_DAY,27.17,996.65,23,215.12,11.41
yizhuang_aq,2018-04-29 09:00:00,1524992400,39.8,116.51,Suburban Stations,97,156,32,1.1,200,13,CLEAR_DAY,27.9,996.87,22.91,215.78,10.65
tongzhou_aq,2018-04-29 09:00:00,1524992400,39.89,116.66,Suburban Stations,103,178,22,0.9,217,16,PARTLY_CLOUDY_DAY,28,997.76,23.52,220.83,6.1
shunyi_aq,2018-04-29 09:00:00,1524992400,40.13,116.66,Suburban Stations,110,182,30,1.2,215,22,PARTLY_CLOUDY_DAY,28,996.14,27.49,183.78,2.15
pingchang_aq,2018-04-29 09:00:00,1524992400,40.22,116.23,Suburban Stations,100,138,40,0.7,177,10,PARTLY_CLOUDY_DAY,28,974.89,24.42,151.98,8.3
mentougou_aq,2018-04-29 09:00:00,1524992400,39.94,116.11,Suburban Stations,150,197,42,1.1,244,9,PARTLY_CLOUDY_DAY,27.06,973.3,24.61,182.97,8.47
pinggu_aq,2018-04-29 09:00:00,1524992400,40.14,117.1,Suburban Stations,83,120,22,1,274,16,PARTLY_CLOUDY_DAY,28,982.49,34.67,272.46,2.12
huairou_aq,2018-04-29 09:00:00,1524992400,40.33,116.63,Suburban Stations,117,158,34,0.8,198,12,PARTLY_CLOUDY_DAY,27.15,976.74,35.6,72.18,4.46
miyun_aq,2018-04-29 09:00:00,1524992400,40.37,116.83,Suburban Stations,97,147,33,1,219,11,PARTLY_CLOUDY_DAY,26.15,976.77,37.46,146.82,4.25
yanqin_aq,2018-04-29 09:00:00,1524992400,40.45,115.97,Suburban Stations,206,347,49,1.1,221,7,RAIN,25,926.1,19.02,189.69,4.45
dingling_aq,2018-04-29 09:00:00,1524992400,40.29,116.22,Other Stations,120,150,69,1,171,11,PARTLY_CLOUDY_DAY,27.84,961.44,25.23,146.58,8.19
badaling_aq,2018-04-29 09:00:00,1524992400,40.37,115.99,Other Stations,181,533,53,0.9,207,5,HAZE,25.42,932.46,19.41,193.25,5.13
miyunshuiku_aq,2018-04-29 09:00:00,1524992400,40.5,116.91,Other Stations,96,137,21,0.8,219,13,PARTLY_CLOUDY_DAY,26,968.13,40.56,291.13,4.08
donggaocun_aq,2018-04-29 09:00:00,1524992400,40.1,117.12,Other Stations,85,112,22,0.9,240,18,PARTLY_CLOUDY_DAY,28,984.42,34.46,253.55,2.05
yongledian_aq,2018-04-29 09:00:00,1524992400,39.71,116.78,Other Stations,73,152,21,1.2,254,15,CLEAR_DAY,28.92,998.54,22.82,206.23,11.04
yufa_aq,2018-04-29 09:00:00,1524992400,39.52,116.3,Other Stations,128,193,19,1,213,18,CLEAR_DAY,27.7,997.38,23.2,215.19,10.6
liulihe_aq,2018-04-29 09:00:00,1524992400,39.58,116,Other Stations,138,257,25,1,200,18,CLEAR_DAY,26.75,989.27,26.05,204.82,8
qianmen_aq,2018-04-29 09:00:00,1524992400,39.9,116.39,Stations Near Traffic,121,213,63,1,160,23,PARTLY_CLOUDY_DAY,28,995.22,22.99,202.29,7.61
yongdingmennei_aq,2018-04-29 09:00:00,1524992400,39.88,116.39,Stations Near Traffic,118,212,91,1.2,186,31,PARTLY_CLOUDY_DAY,27.96,995.3,22.97,201.74,7.8
xizhimenbei_aq,2018-04-29 09:00:00,1524992400,39.95,116.35,Stations Near Traffic,135,178,62,1,154,20,PARTLY_CLOUDY_DAY,28.32,992.82,23.36,181.62,6.41
nansanhuan_aq,2018-04-29 09:00:00,1524992400,39.86,116.37,Stations Near Traffic,100,197,107,1.2,112,19,PARTLY_CLOUDY_DAY,27.84,995.27,22.92,203.51,8.64
dongsihuan_aq,2018-04-29 09:00:00,1524992400,39.94,116.48,Stations Near Traffic,99,171,69,1,158,19,PARTLY_CLOUDY_DAY,27.94,996.47,23.19,202.58,6
dongsi_aq,2018-04-29 10:00:00,1524996000,39.93,116.42,Urban Stations,118,170,34,1.1,204,18,PARTLY_CLOUDY_DAY,27.27,996,27.5,118.42,3.59
